"품목별(1)",품목별(2),품목별(3),2020. 01,2020. 01,2020. 02,2020. 02,2020. 03,2020. 03,2020. 04,2020. 04,2020. 05,2020. 05,2020. 06,2020. 06,2020. 07,2020. 07,2020. 08,2020. 08,2020. 09,2020. 09,2020. 10,2020. 10,2020. 11,2020. 11,2020. 12,2020. 12,2021. 01,2021. 01,2021. 02,2021. 02,2021. 03,2021. 03,2021. 04,2021. 04
"품목별(1)",품목별(2),품목별(3),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러),수출액 (천달러),수입액 (천달러)
"기타 제조제품",의복제품 및 의복부속품,여자용 코트.자켓.슈트.브레이저,16671,206235,20508,117614,19488,179387,16359,177327,15506,132012,19757,150837,17815,191457,21002,249405,25440,309518,25789,288351,27360,175677,28903,178844,26351,174120,21328,150891,29307,217766,26822,221245
"기타 제조제품",의복제품 및 의복부속품,남자 또는 소년용의 코트 및 이와 유사한 의류,7753,60984,8607,41455,8475,66183,9005,43278,9216,35434,10583,37094,12080,58141,7059,58579,8011,56904,9751,46982,12626,33716,15692,46877,12114,53231,8307,52712,12431,63187,12823,56246
"기타 제조제품",의복제품 및 의복부속품,여자 또는 소녀용의 코트케이프자켓슈트 브레이저,6475,63595,8198,34411,8640,57813,7813,46408,4335,38180,5563,43194,7019,55050,7151,68730,8388,75823,7792,65701,8245,53637,8644,57505,9077,59958,7884,53114,10664,63528,10386,65854
"기타 제조제품",의복제품 및 의복부속품,달리 명시되지 않은 직물제의 의복제품,30056,333388,45329,226999,36495,300257,48261,219800,47548,166012,35889,202222,49821,283141,30338,342941,39058,359045,40911,298296,51999,236685,45903,244452,39434,302847,31479,303291,44657,342918,40935,295221
"기타 제조제품",의복제품 및 의복부속품,직물제의 의복 악세사리(어린이용 제외),49354,35959,40454,21026,47550,29904,53798,26384,60129,24634,64282,29717,63565,29421,41549,33580,55599,42862,51196,47264,66428,49580,64505,51622,41432,39427,37738,31603,47892,36276,69538,37970
"기타 제조제품",의복제품 및 의복부속품,의류와 의류부속품(직물제 제외),11889,52388,17399,35051,12788,48797,11764,42398,12856,46769,19894,53208,20457,61451,17174,60480,21023,62027,18644,61559,20913,62888,23618,61375,15183,59057,14732,57963,19978,70396,17758,75075
"기타 제조제품",신발,소계,32034,322207,33015,222123,34294,287226,29599,254382,25800,229550,45101,275103,30869,243695,33864,226052,37805,257090,31292,239057,35601,234592,39387,284588,38287,266552,26210,324417,37855,319653,37234,315201
"기타 제조제품",신발,신발,32034,322207,33015,222123,34294,287226,29599,254382,25800,229550,45101,275103,30869,243695,33864,226052,37805,257090,31292,239057,35601,234592,39387,284588,38287,266552,26210,324417,37855,319653,37234,315201
"기타 제조제품",달리 명시되지 않은 전문과학통제기구 및 장치,소계,993780,1038751,963427,1064370,1163601,1282648,941971,1170121,911124,1003911,1011765,1304832,1112877,1342203,1135344,1158226,1314164,1214372,1226895,1286174,1335039,1174786,1408783,1494748,1230698,1536185,1124012,1378428,1272174,1664865,1197282,1367777
"기타 제조제품",달리 명시되지 않은 전문과학통제기구 및 장치,달리 명시되지 않은 광학기구 및 장치,478849,137711,452850,130697,570435,185774,437376,157031,416221,140666,454325,179110,508598,181039,570318,104335,701249,125663,631781,141014,687864,136965,697696,200109,641084,197976,544608,176166,536402,197323,462853,157601
"기타 제조제품",달리 명시되지 않은 전문과학통제기구 및 장치,달리 명시되지 않은 의료용외과용치과용이나 수의용의 기기,76298,208497,88269,168810,97034,216553,64364,198349,59952,194433,91969,223867,97446,212047,82645,206517,105693,221401,102066,217256,111744,203849,128598,237237,104068,209863,99270,204315,128406,248819,139262,249981
"기타 제조제품",달리 명시되지 않은 전문과학통제기구 및 장치,달리 명시되지 않은 계기,7972,11180,11738,8376,8195,14315,9079,10869,7395,8386,6337,7450,12668,11589,11381,12412,13201,14419,18703,13291,16695,12738,17792,15226,8870,13162,8279,10208,14295,16041,8541,14888
"기타 제조제품",달리 명시되지 않은 전문과학통제기구 및 장치,달리 명시되지 않은 측정검사분석 통제기구 및 장치,430661,681363,410571,756488,487936,866007,431153,803873,427556,660426,459134,894405,494164,937529,471000,834961,494022,852889,474345,914613,518736,821234,564697,1042175,476676,1115184,471855,987739,593071,1202682,586626,945306
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,소계,432841,409993,418970,386709,515352,430295,395643,381043,386301,309532,478405,367893,514227,381347,489593,390602,512467,431617,472937,427218,469011,497873,522113,483343,501736,453145,490245,436117,590459,515322,524830,449085
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,달리 명시되지 않은 사진장치 및 장비,5580,11015,2235,12441,13021,14384,1307,17761,2833,14566,3108,11613,5570,10786,6335,11037,3688,6945,8068,7576,4447,14216,3103,20081,9006,11505,2100,7381,4265,10777,3510,14655
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,사진 및 영화비품,81790,76662,84547,81209,99482,93288,81553,95055,75343,75117,82920,94942,86026,90988,77893,77937,84313,82009,90382,80252,88052,85759,96368,99464,95252,83567,97200,85287,104961,105560,98787,95586
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,영화필름,-,0,-,0,-,1,-,-,-,-,-,0,-,-,0,0,-,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,달리 명시되지 않은 광학용품,340130,239132,324150,214385,399418,259836,309798,213412,296659,180375,385282,196488,417896,216928,396673,225847,419121,272733,367023,264358,368019,317512,417388,267714,392112,296989,385423,260595,436364,300548,412734,254532
"기타 제조제품",달리 명시되지 않은 사진장치 및 광학용품 휴대시계 및 큰시계,휴대용시계 및 큰시계,5341,83183,8038,78674,3431,62786,2986,54814,11466,39474,7094,64850,4735,62646,8693,75781,5343,69929,7465,75032,8494,80386,5253,96085,5366,61085,5522,82853,44869,98438,9798,84311
"기타 제조제품",달리 분류되지 않은 잡제품,소계,1307008,901749,1430697,744502,1534337,863720,1364072,897530,1457165,984520,1592641,1007617,1622982,880921,1609971,951233,1729538,963752,1396617,985503,1514514,1012587,1604307,1139487,1389681,1011176,1422312,1044909,1843734,1160348,1600928,1181458
"기타 제조제품",달리 분류되지 않은 잡제품,무기 및 실탄,98821,33349,40815,49528,32264,48934,72855,12081,78202,147285,88122,75620,177225,13074,92930,16355,118266,84392,91205,50493,54678,13126,97958,59183,106661,10449,45904,12511,75669,30905,148883,19607
"기타 제조제품",달리 분류되지 않은 잡제품,인쇄물,16880,26172,17619,22084,21071,21542,18690,18515,17295,18310,24872,19987,29079,23165,18104,25307,24966,21951,26850,21778,132749,27957,51413,27459,20715,27384,27543,23588,127711,29968,32092,28937
"기타 제조제품",달리 분류되지 않은 잡제품,달리 명시되지않은 플라스틱제의 물품,299509,208006,311423,147277,351447,227442,306387,226619,254147,212080,287521,229944,335084,231383,285840,212837,360356,228016,334122,236884,353223,254215,404445,267651,343357,267438,324064,244008,395407,279339,364299,289182
"기타 제조제품",달리 분류되지 않은 잡제품,유모차장난감게임 및 운동용품,30433,186008,31237,123145,33837,175383,25572,216159,21923,178344,25342,225024,32170,195798,26068,188165,33523,213607,35850,242056,35230,231272,44901,258841,31971,220634,33347,223655,39810,270866,39196,280683
"기타 제조제품",달리 분류되지 않은 잡제품,달리 명시되지 않은 사무 및 문구용품,20669,22797,19359,17250,22213,21879,18889,21087,16243,19296,18206,18525,17336,18716,15513,17681,18578,18183,18504,16830,18037,21170,19797,24624,21326,23833,17828,21181,20062,25152,20994,23351
"기타 제조제품",달리 분류되지 않은 잡제품,예술품 수집가의 수집물 및 골동품,3058,17988,2646,28252,3664,18435,3453,4749,2838,10601,28305,18596,3120,27157,2386,28744,9001,28585,3941,20295,8009,59139,7229,27995,12533,32370,4316,77120,12363,30127,16945,45204
"기타 제조제품",달리 분류되지 않은 잡제품,신변장식용품.금세공품과 은세공품 및 기타의 귀석제품,35457,63649,26981,59293,22775,58063,21593,53349,17260,43474,22664,55886,29755,55875,46945,84367,70959,52155,55588,64048,66280,70247,28440,74919,31107,71389,55735,90676,41399,103582,46345,94116
"기타 제조제품",달리 분류되지 않은 잡제품,악기 및 그 부분품과 부속품 ; 레코드테이프,732982,199547,910394,200385,969878,166351,851786,204191,988152,231438,1016904,234523,930511,187788,1063091,226562,1008677,196960,747949,208641,754998,195710,846412,249187,751017,219709,839176,212855,1033285,233619,841538,241118
"기타 제조제품",달리 분류되지 않은 잡제품,달리 명시되지 않은 잡제품,69200,144233,70224,97287,77187,125692,44848,140781,61106,123691,80706,129510,68702,127966,59095,151214,85212,119904,82610,124476,91310,139750,103712,149628,70993,137970,74398,139315,98027,156790,90636,159261
"달리 분류되지 않은 상품 및 취급물",종류에 따라 분류할 수 없는 특수 취급물,소계,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,1,-,-,-,0,-,-
"달리 분류되지 않은 상품 및 취급물",종류에 따라 분류할 수 없는 특수 취급물,종류에 따라 분류할 수 없는 특수 취급물,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,1,-,-,-,0,-,-
"달리 분류되지 않은 상품 및 취급물",주화(금화 및 법화 제외),소계,167,62,12,78,6,59,17,121,6,71,8,119,4,57,4,48,20,73,20,145,2,95,4,75,1,106,2,52,9,64,6,72
"달리 분류되지 않은 상품 및 취급물",주화(금화 및 법화 제외),주화(금화 및 법화제외),167,62,12,78,6,59,17,121,6,71,8,119,4,57,4,48,20,73,20,145,2,95,4,75,1,106,2,52,9,64,6,72
"달리 분류되지 않은 상품 및 취급물",금(금광 및 그정광 제외),소계,117818,75880,295120,73135,211850,74497,241256,49506,222588,42294,92777,56508,42927,96546,127020,115046,164306,83778,79372,99549,94266,91085,78361,137425,58280,213194,45615,221011,43149,334600,39927,320022
"달리 분류되지 않은 상품 및 취급물",금(금광 및 그정광 제외),금(금광 및 그정광제외) ; 화폐용이 아닌것,117818,75880,295120,73135,211850,74497,241256,49506,222588,42294,92777,56508,42927,96546,127020,115046,164306,83778,79372,99549,94266,91085,78361,137425,58280,213194,45615,221011,43149,334600,39927,320022
"달리 분류되지 않은 상품 및 취급물",달리 분류되지 않은 상품및 취급물,소계,9351,2434,10387,1602,5156,3535,6252,2667,3573,6088,13710,4405,9452,4816,9007,6510,10128,3512,11028,2826,24284,2140,3813,1449,4347,2515,6190,1574,5103,1714,3361,3429
"달리 분류되지 않은 상품 및 취급물",달리 분류되지 않은 상품및 취급물,분류불능의 소액물품,3223,2434,6147,1602,1141,3535,4504,2667,2360,6088,11463,4405,6308,4816,6028,6510,7434,3512,8682,2826,21418,2140,43,1449,964,2515,2806,1574,930,1714,115,3429
"달리 분류되지 않은 상품 및 취급물",달리 분류되지 않은 상품및 취급물,화폐용의금금화및경화,6128,-,4240,-,4016,-,1749,-,1212,-,2246,-,3144,-,2979,-,2694,-,2346,-,2867,-,3770,-,3383,-,3385,-,4173,-,3247,-
